Universitas	Provinsi	Kota	Program Studi	Bidang Ilmu	Jenjang	Daya Tampung 2026	Peminat 2025	Peminat 2025 (Num)	Rasio	Situs
UNIVERSITAS TANJUNGPURA	Kalimantan Barat	Kota Pontianak	ILMU HUBUNGAN INTERNASIONAL	HUBUNGAN INTERNASIONAL	Sarjana	65	308	308	1:5	https://scmb.untan.ac.id
UNIVERSITAS TANJUNGPURA	Kalimantan Barat	Kota Pontianak	ANTROPOLOGI SOSIAL	ANTROPOLOGI	Sarjana	54	87	87	1:2	https://scmb.untan.ac.id
UNIVERSITAS TANJUNGPURA	Kalimantan Barat	Kota Pontianak	BUDIDAYA TANAMAN PERKEBUNAN	AGROTEKNOLOGI	Diploma Tiga	20	426	426	1:22	https://scmb.untan.ac.id
UNIVERSITAS TANJUNGPURA	Kalimantan Barat	Kota Pontianak	KEARSIPAN	KEARSIPAN	Diploma Tiga	46	405	405	1:9	https://scmb.untan.ac.id
UNIVERSITAS TANJUNGPURA	Kalimantan Barat	Kota Pontianak	PERPUSTAKAAN	PERPUSTAKAAN	Diploma Tiga	18	215	215	1:12	https://scmb.untan.ac.id
UNIVERSITAS TANJUNGPURA	Kalimantan Barat	Kota Pontianak	KESEKRETARIATAN	ADMINISTRASI PERKANTORAN	Diploma Tiga	44	276	276	1:7	https://scmb.untan.ac.id
UNIVERSITAS TANJUNGPURA	Kalimantan Barat	Kota Pontianak	ADMINISTRASI PERKANTORAN	ADMINISTRASI PERKANTORAN	Diploma Tiga	48	1305	1305	1:28	https://scmb.untan.ac.id
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	ILMU SOSIAL EKONOMI PERTANIAN (AGRIBISNIS)	AGRIBISNIS	Sarjana	64	182	182	1:3	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	MANAJEMEN SUMBERDAYA PERAIRAN	PERIKANAN	Sarjana	20	18	18	1:1	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	BUDIDAYA PERAIRAN	AKUAKULTUR	Sarjana	18	16	16	1:1	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	TEKNIK SIPIL	TEKNIK SIPIL	Sarjana	64	278	278	1:5	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	ARSITEKTUR	ARSITEKTUR	Sarjana	38	75	75	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	TEKNIK INFORMATIKA	TEKNIK INFORMATIKA	Sarjana	40	470	470	1:12	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. MATEMATIKA	PENDIDIKAN MATEMATIKA	Sarjana	30	47	47	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. FISIKA	PENDIDIKAN FISIKA	Sarjana	18	11	11	1:1	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. KIMIA	PENDIDIKAN KIMIA	Sarjana	16	9	9	1:1	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. BIOLOGI	PENDIDIKAN BIOLOGI	Sarjana	30	46	46	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. TEKNIK MESIN	TEKNIK MESIN	Sarjana	24	54	54	1:3	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	TEKNIK PERTAMBANGAN	TEKNIK PERTAMBANGAN	Sarjana	40	504	504	1:13	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	AGROTEKNOLOGI	AGROTEKNOLOGI	Sarjana	64	189	189	1:3	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	KEHUTANAN	KEHUTANAN	Sarjana	64	152	152	1:3	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	TEKNOLOGI HASIL PERIKANAN	TEKNOLOGI PERIKANAN	Sarjana	12	16	16	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PETERNAKAN	PETERNAKAN	Sarjana	20	33	33	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PENDIDIKAN TEKNIK BANGUNAN	TEKNIK SIPIL	Sarjana	16	11	11	1:1	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	KEDOKTERAN	KEDOKTERAN	Sarjana	46	594	594	1:13	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	TEKNOLOGI INDUSTRI PERTANIAN	AGROINDUSTRI	Sarjana	26	88	88	1:4	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	FISIKA	FISIKA	Sarjana	12	11	11	1:1	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	KIMIA	KIMIA	Sarjana	18	23	23	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	BIOLOGI	BIOLOGI	Sarjana	24	45	45	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. PANCASILA & KEWARGANEGARAAN (PPKN)	PPKN	Sarjana	30	65	65	1:3	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. EKONOMI	PENDIDIKAN EKONOMI	Sarjana	30	59	59	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. BAHASA INGGRIS	PENDIDIKAN BAHASA INGGRIS	Sarjana	54	133	133	1:3	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PENDIDIKAN BAHASA DAN SASTRA INDONESIA	PENDIDIKAN BAHASA INDONESIA	Sarjana	32	82	82	1:3	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. GURU SEKOLAH DASAR (PGSD)	PENDIDIKAN GURU SEKOLAH DASAR	Sarjana	68	437	437	1:7	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. JASMANI, KESEHATAN DAN REKREASI	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	34	56	56	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. GURU PEND ANAK USIA DINI (PG PAUD)	PENDIDIKAN ANAK USIA DINI	Sarjana	24	47	47	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PEND. LUAR SEKOLAH	PENDIDIKAN LUAR SEKOLAH	Sarjana	12	9	9	1:1	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	BIMBINGAN DAN KONSELING	BIMBINGAN DAN KONSELING	Sarjana	22	104	104	1:5	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	EKONOMI PEMBANGUNAN	ILMU EKONOMI	Sarjana	66	126	126	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	MANAJEMEN	MANAJEMEN	Sarjana	120	578	578	1:5	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	AKUNTANSI	AKUNTANSI	Sarjana	106	369	369	1:4	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	SOSIOLOGI	SOSIOLOGI	Sarjana	60	78	78	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	ILMU ADMINISTRASI NEGARA	ADMINISTRASI PUBLIK	Sarjana	60	378	378	1:7	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	ILMU HUKUM	ILMU HUKUM	Sarjana	140	439	439	1:4	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	TEKNOLOGI PENDIDIKAN	TEKNOLOGI PENDIDIKAN	Sarjana	20	44	44	1:3	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	MANAJEMEN PENDIDIKAN	MANAJEMEN	Sarjana	24	42	42	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	ILMU PEMERINTAHAN	ADMINISTRASI PUBLIK	Sarjana	60	289	289	1:5	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	PENDIDIKAN SENI DRAMA TARI DAN MUSIK	SENI PERTUNJUKAN	Sarjana	20	26	26	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	MATEMATIKA	MATEMATIKA	Sarjana	12	13	13	1:2	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	FARMASI	FARMASI	Sarjana	28	360	360	1:13	https://pmb.upr.ac.id/
UNIVERSITAS PALANGKARAYA	Kalimantan Tengah	Kota Palangkaraya	TEKNOLOGI LABORATORIUM MEDIS	TEKNOLOGI KESEHATAN	Sarjana Terapan	20	577	577	1:29	https://pmb.upr.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN MATEMATIKA	PENDIDIKAN MATEMATIKA	Sarjana	42	71	71	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN BIOLOGI	PENDIDIKAN BIOLOGI	Sarjana	28	39	39	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN KIMIA	PENDIDIKAN KIMIA	Sarjana	24	23	23	1:1	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	AGROEKOTEKNOLOGI	AGROTEKNOLOGI	Sarjana	40	132	132	1:4	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	AGRIBISNIS	AGRIBISNIS	Sarjana	45	165	165	1:4	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PETERNAKAN	PETERNAKAN	Sarjana	38	72	72	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	TEKNOLOGI INDUSTRI PERTANIAN	AGROINDUSTRI	Sarjana	36	132	132	1:4	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	TEKNOLOGI HASIL PERIKANAN	TEKNOLOGI PERIKANAN	Sarjana	20	28	28	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	AKUAKULTUR	AKUAKULTUR	Sarjana	20	13	13	1:1	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PERIKANAN TANGKAP	PERIKANAN	Sarjana	15	12	12	1:1	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	MANAJEMEN SUMBER DAYA PERAIRAN	PERIKANAN	Sarjana	20	14	14	1:1	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	SOSIAL EKONOMI PERIKANAN	PERIKANAN	Sarjana	25	20	20	1:1	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	ILMU KELAUTAN	ILMU KELAUTAN	Sarjana	20	27	27	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	TEKNIK SIPIL	TEKNIK SIPIL	Sarjana	80	559	559	1:7	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	ARSITEKTUR	ARSITEKTUR	Sarjana	32	196	196	1:7	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	TEKNIK PERTAMBANGAN	TEKNIK PERTAMBANGAN	Sarjana	32	626	626	1:20	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	TEKNIK KIMIA	TEKNIK KIMIA	Sarjana	32	111	111	1:4	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	TEKNIK LINGKUNGAN	TEKNIK LINGKUNGAN	Sarjana	32	311	311	1:10	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	TEKNIK MESIN	TEKNIK MESIN	Sarjana	36	153	153	1:5	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	KEDOKTERAN	KEDOKTERAN	Sarjana	75	1030	1030	1:14	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	KESEHATAN MASYARAKAT	KESEHATAN MASYARAKAT	Sarjana	63	644	644	1:11	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	MATEMATIKA	MATEMATIKA	Sarjana	30	39	39	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	KIMIA	KIMIA	Sarjana	30	46	46	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	BIOLOGI	BIOLOGI	Sarjana	30	50	50	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	FISIKA	FISIKA	Sarjana	25	12	12	1:1	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	FARMASI	FARMASI	Sarjana	45	651	651	1:15	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	ILMU KOMPUTER	TEKNIK INFORMATIKA	Sarjana	35	484	484	1:14	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	KEHUTANAN	KEHUTANAN	Sarjana	150	278	278	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN FISIKA	PENDIDIKAN FISIKA	Sarjana	24	19	19	1:1	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	KEPERAWATAN	KEPERAWATAN	Sarjana	60	515	515	1:9	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	ILMU TANAH	AGROTEKNOLOGI	Sarjana	38	43	43	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PROTEKSI TANAMAN	PROTEKSI TANAMAN	Sarjana	25	32	32	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	AGRONOMI	AGROTEKNOLOGI	Sarjana	38	46	46	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	KEDOKTERAN GIGI	KEDOKTERAN GIGI	Sarjana	50	580	580	1:12	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN KOMPUTER	TEKNIK INFORMATIKA	Sarjana	27	78	78	1:3	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN IPA	PENDIDIKAN IPA	Sarjana	28	55	55	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	TEKNOLOGI INFORMASI	TEKNIK INFORMATIKA	Sarjana	32	550	550	1:18	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	STATISTIKA	STATISTIKA	Sarjana	30	82	82	1:3	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	GEOGRAFI	GEOGRAFI	Sarjana	60	74	74	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN SEJARAH	SEJARAH	Sarjana	21	53	53	1:3	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN	PPKN	Sarjana	50	68	68	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN EKONOMI	PENDIDIKAN EKONOMI	Sarjana	25	67	67	1:3	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN BAHASA DAN SASTRA INDONESIA	PENDIDIKAN BAHASA INDONESIA	Sarjana	27	122	122	1:5	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN BAHASA INGGRIS	PENDIDIKAN BAHASA INGGRIS	Sarjana	40	189	189	1:5	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	HUKUM	ILMU HUKUM	Sarjana	190	825	825	1:5	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	EKONOMI PEMBANGUNAN	ILMU EKONOMI	Sarjana	80	194	194	1:3	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	MANAJEMEN	MANAJEMEN	Sarjana	100	982	982	1:10	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	AKUNTANSI	AKUNTANSI	Sarjana	100	648	648	1:7	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	ADMINISTRASI PUBLIK	ADMINISTRASI PUBLIK	Sarjana	75	542	542	1:8	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	ADMINISTRASI BISNIS	ADMINISTRASI BISNIS	Sarjana	75	723	723	1:10	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	ILMU PEMERINTAHAN	ADMINISTRASI PUBLIK	Sarjana	75	283	283	1:4	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	ILMU KOMUNIKASI	ILMU KOMUNIKASI	Sarjana	75	519	519	1:7	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN GEOGRAFI	GEOGRAFI	Sarjana	24	24	24	1:1	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN SOSIOLOGI	SOSIOLOGI	Sarjana	32	59	59	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	BIMBINGAN DAN KONSELING	BIMBINGAN DAN KONSELING	Sarjana	40	171	171	1:5	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN KHUSUS	PENDIDIKAN KHUSUS	Sarjana	25	61	61	1:3	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN JASMANI	PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI	Sarjana	64	182	182	1:3	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN GURU SEKOLAH DASAR	PENDIDIKAN GURU SEKOLAH DASAR	Sarjana	140	553	553	1:4	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN GURU PENDIDIKAN ANAK USIA DINI	PENDIDIKAN ANAK USIA DINI	Sarjana	46	58	58	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN SENI PERTUNJUKAN	SENI PERTUNJUKAN	Sarjana	27	35	35	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	TEKNOLOGI  PENDIDIKAN	TEKNOLOGI PENDIDIKAN	Sarjana	26	54	54	1:3	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN IPS	PENDIDIKAN IPS	Sarjana	24	52	52	1:3	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PSIKOLOGI	PSIKOLOGI	Sarjana	60	613	613	1:11	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	SOSIOLOGI	SOSIOLOGI	Sarjana	60	88	88	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	REKAYASA GEOLOGI	TEKNIK GEOLOGI	Sarjana	14	103	103	1:8	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	REKAYASA ELEKTRO	TEKNIK ELEKTRO	Sarjana	16	52	52	1:4	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	ANTROPOLOGI	ANTROPOLOGI	Sarjana	20	38	38	1:2	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	ILMU LINGKUNGAN	ILMU LINGKUNGAN	Sarjana	45	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	AKUAKULTUR (KAMPUS KABUPATEN KOTABARU)	AKUAKULTUR	Sarjana	20	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	AGRIBISNIS (KAMPUS KABUPATEN KOTABARU)	AGRIBISNIS	Sarjana	15	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PENDIDIKAN KHUSUS (KAMPUS KABUPATEN KOTABARU)	PENDIDIKAN KHUSUS	Sarjana	10	Prodi baru/tidak ada data	0	Prodi baru/tidak ada data	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	PERPAJAKAN	PERPAJAKAN	Diploma Tiga	60	804	804	1:14	https://pmb.ulm.ac.id/
UNIVERSITAS LAMBUNG MANGKURAT	Kalimantan Selatan	Kota Banjarmasin	AKUNTANSI	AKUNTANSI	Diploma Tiga	78	879	879	1:12	https://pmb.ulm.ac.id/
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	AGROEKOTEKNOLOGI	AGROTEKNOLOGI	Sarjana	70	189	189	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	AGRIBISNIS	AGRIBISNIS	Sarjana	50	187	187	1:4	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	TEKNOLOGI HASIL PERTANIAN	AGROINDUSTRI	Sarjana	50	114	114	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	KEHUTANAN	KEHUTANAN	Sarjana	176	469	469	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN BIOLOGI	PENDIDIKAN BIOLOGI	Sarjana	32	81	81	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN KIMIA	PENDIDIKAN KIMIA	Sarjana	16	25	25	1:2	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN FISIKA	PENDIDIKAN FISIKA	Sarjana	28	21	21	1:1	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	PENDIDIKAN MATEMATIKA	PENDIDIKAN MATEMATIKA	Sarjana	32	78	78	1:3	https://unmul.ac.id
UNIVERSITAS MULAWARMAN	Kalimantan Timur	Kota Samarinda	AKUAKULTUR	AKUAKULTUR	Sarjana	30	26	26	1:1	https://unmul.ac.id
